query,success,unique_value_count,total_key_count,raw_output,attributes_json,input_tokens,output_tokens,cost
brushless dc motor,True,3,6,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""bldc motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""bldc motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""dc motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""dc motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""current_type"",""value"":""dc"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""supply_type"",""value"":""dc"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""bldc motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""bldc motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""dc motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""dc motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""current_type"", ""value"": ""dc"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""supply_type"", ""value"": ""dc"", ""key_priority"": 2, ""attribute_priority"": 3}]}",0,0,$0.000000
ABB Electric Motor,True,2,5,"{""attributes"":[{""attribute_key"":""brand"",""value"":""abb"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""abb"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""abb"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""abb"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""abb"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""abb"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
sensor plate,True,2,4,"{""attributes"":[{""attribute_key"":""product_category"",""value"":""sensor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""category"",""value"":""sensor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_category"",""value"":""motor plate"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""category"",""value"":""motor plate"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""product_category"", ""value"": ""sensor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""category"", ""value"": ""sensor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_category"", ""value"": ""motor plate"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""category"", ""value"": ""motor plate"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
electronic components bo moters,True,1,2,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",0,0,$0.000000
1500 kv ccw multirotor motor,True,3,6,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""application"",""value"":""drone"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""use"",""value"":""drone"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""kv_rating"",""value"":""1500 kv"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""kv"",""value"":""1500 kv"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""drone"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""use"", ""value"": ""drone"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""kv_rating"", ""value"": ""1500 kv"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""kv"", ""value"": ""1500 kv"", ""key_priority"": 2, ""attribute_priority"": 3}]}",0,0,$0.000000
Panasonic Geared Motor,True,2,5,"{""attributes"":[{""attribute_key"":""brand"",""value"":""panasonic"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""panasonic"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""panasonic"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""gear motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""gear motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""panasonic"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""panasonic"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""panasonic"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""gear motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""gear motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
worm geared brake motor,True,1,2,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""brake motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""brake motor"",""key_priority"":2,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""brake motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""brake motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",0,0,$0.000000
eletical motors 40hp,True,2,5,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""power"",""value"":""40 hp"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""horsepower"",""value"":""40 hp"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""hp"",""value"":""40 hp"",""key_priority"":3,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""40 hp"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""horsepower"", ""value"": ""40 hp"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""hp"", ""value"": ""40 hp"", ""key_priority"": 3, ""attribute_priority"": 2}]}",0,0,$0.000000
Rotomotive Induction Motor 3 Phase,True,3,7,"{""attributes"":[{""attribute_key"":""brand"",""value"":""rotomotive"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""rotomotive"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""rotomotive"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""induction motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""induction motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""phase"",""value"":""three phase"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""supply_phase"",""value"":""three phase"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""rotomotive"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""rotomotive"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""rotomotive"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""induction motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""induction motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""phase"", ""value"": ""three phase"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""supply_phase"", ""value"": ""three phase"", ""key_priority"": 2, ""attribute_priority"": 3}]}",0,0,$0.000000
100 W Chimney Motor,True,3,6,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""power"",""value"":""100 w"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""wattage"",""value"":""100 w"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""application"",""value"":""chimney"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""use"",""value"":""chimney"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""100 w"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""wattage"", ""value"": ""100 w"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""chimney"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""use"", ""value"": ""chimney"", ""key_priority"": 2, ""attribute_priority"": 3}]}",0,0,$0.000000
1 for reselling piece Panasonic Geared Motor,True,2,5,"{""attributes"":[{""attribute_key"":""brand"",""value"":""panasonic"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""panasonic"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""panasonic"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""gear motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""gear motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""panasonic"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""panasonic"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""panasonic"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""gear motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""gear motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
Motor Cover,True,1,2,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",0,0,$0.000000
b04420065,False,0,0,"{""attributes"":[]}",,0,0,$0.000000
1 piece Slip Rings,True,1,2,"{""attributes"":[{""attribute_key"":""product_category"",""value"":""slip ring"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""category"",""value"":""slip ring"",""key_priority"":2,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""product_category"", ""value"": ""slip ring"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""category"", ""value"": ""slip ring"", ""key_priority"": 2, ""attribute_priority"": 1}]}",0,0,$0.000000
venex 3 phase dol motor starter,True,4,9,"{""attributes"":[{""attribute_key"":""brand"",""value"":""venex"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""venex"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""venex"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""phase"",""value"":""three phase"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""supply_phase"",""value"":""three phase"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""application"",""value"":""starter"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""use"",""value"":""starter"",""key_priority"":2,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""venex"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""venex"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""venex"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""phase"", ""value"": ""three phase"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""supply_phase"", ""value"": ""three phase"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""application"", ""value"": ""starter"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""use"", ""value"": ""starter"", ""key_priority"": 2, ""attribute_priority"": 4}]}",0,0,$0.000000
Used Crompton Greaves Motor,True,3,7,"{""attributes"":[{""attribute_key"":""brand"",""value"":""crompton greaves"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""crompton greaves"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""crompton greaves"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""condition"",""value"":""used"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""product_condition"",""value"":""used"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""crompton greaves"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""crompton greaves"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""crompton greaves"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""condition"", ""value"": ""used"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""product_condition"", ""value"": ""used"", ""key_priority"": 2, ""attribute_priority"": 3}]}",0,0,$0.000000
Mobile Starter Prime,True,1,4,"{""attributes"":[{""attribute_key"":""application"",""value"":""starter"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""use"",""value"":""starter"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_category"",""value"":""starter"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""category"",""value"":""starter"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""application"", ""value"": ""starter"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""use"", ""value"": ""starter"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_category"", ""value"": ""starter"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""category"", ""value"": ""starter"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
